script_id,actor,emotion_id,context,background
1,-,-,(당연히 주인이 아니었다.),기차내부
2,루시,sad,머리 스타일만 같고… 얼굴은 주잉님이 아니었다냥… 주잉님…,-
3,루시,sad,날 잃어버린 후 여기에서 계속 기다리고 있다고 생각했는데… 엉엉…,-
4,B-312,sad,…,-
5,무명,embarrassed,그만 울어! 이제 뚝! 이리 와서 관절염 환자도 나을 거 같은 쿠션에 앉아보라구!!,-
6,루시,sad,힝…,-
7,루시,nothing,어라…? 여기는…?,-
8,B-312,normal,…?,-
9,루시,normal,길 잃기 전에 할아부지 할무니와 함께 있던 곳이다냥! ,-
10,루시,sad,그런데 내리고 나서 두 분이 사라지셨다냥… 할아부지 할무니도… 길 잃으신 거 아니겠지?,-
11,B-312,normal,할아부지… 할무니…?,-
12,무명,normal,자자…! 이제 슬픈 생각은 그만하고! 살던 마을이나 더 자세히 설명해 달라고!,-
13,루시,glad,앗^ 그건 내 전문이지!,-
14,루시,normal,음… 아주아주 큰집들이랑 큰 토끼 동상이 이써! 그 동상 딱딱한데 핥아 보면 비려~ 웩…,-
15,B-312,irritation,이 말 어제도 들은 거 같은데…,-
16,무명,normal,응응^ 그 토끼동상 서울 묘동에 있는 건데 어디서 봐도 알아볼 수 있을 거야. 기억하지? 루시? 이번에는 기억해야해…,-
17,루시,glad,알았다냥! 토끼! 기억!,-
