script_id,actor,emotion_id,context,background
1,루시,nothing,여기는 어디냥? 바쁘게 움직이는 학생들이 많다냥…,대학가
2,루시,sad,주잉님 친구 같다냥… 주잉님이 보고 싶다냥!,-
3,루시,sad,B-312…! 무명! 너희 어디있냥!!,-
4,-,-,(학생들을 따라 학교 안으로 들어가는 루시.),-
5,-,-,(그러나 아무도 찾지 못한다.),-
6,루시,sad,(잔디에 앉는다.) 주잉님… 보고 싶다냥… 주잉님 부모님도 보고 싶다냥…,-
7,루시,sad,주잉님은 아직도 빨간 원피스 입고 날 기다리고 계실 텐데… 그 빨간 원피스에 내 털이 많이 빠진다고 주잉님 부모님이 뭐라 하셨지만…,-
8,루시,glad,주잉님은 괜찮다고 내가 젤루 좋아하는 참치캔을 따주셨다냥…,-
9,루시,sad,참치캔… 또 먹고 싶다냥…,-
10,학생 A,-,어? 고양이다!,-
11,학생 B,-,못 보던 녀석인데?? 짱 귀여워! 만져도 되나??,-
12,루시,glad,여기서도 통한다냥~ 어서 나를 만지고 츄르를 제공하라냥!,-
13,학생 A,-,배 까는 거 봐! 완전 순하다!,-
14,학생 B,-,배고파 보이는데 뭐 좀 줄까? 아! 우리 먹으려고 남겨둔 소시지 하나 주자.,-
15,학생 A,-,아 그래! 목마를 수도 있으니까 우유도 주자!,-
16,-,-,(루시에게 소시지와 우유를 주는 학생들.),-
17,루시,glad,처음 먹어보는 맛이다냥! ,-
18,루시,nothing,주잉님이 못 먹게 했던 거 같은데?,-
19,루시,glad,착각이겠지? 일단 배고프니 먹자냥!,-
20,-,-,(무리에 휩싸여 귀여움을 받는다.),-
21,-,-,(…),-
22,-,-,(날이 어두워져 학생들은 떠나고 루시 혼자 다시 학교를 헤매게 된다.),-
23,루시,normal,… 뭔가 이상하다냥…,-
24,루시,fear,으웩…!,-
25,루시,sad,이상한 게 입에서 나오는 거 같다냥… 배가 너무 아프다냥…,-
26,-,-,(몸이 아파 가만히 누워있는 루시.),-
27,학생 C,-,어?? 고양이다!,-
28,학생 D,-,우와! 귀엽다. 쓰다듬어달라고 가만히 누워있나봐!!,-
29,-,-,(루시를 맘대로 쓰다듬는 학생들.),-
30,루시,sad,이제 그만 쓰다듬으라냥… 나 너무 아프다냥…,-
31,루시,fear,못 참겠다냥…,-
32,루시,fear,으웩…!,-
33,학생 C,-,얘 왜이래! 더러워!! 뭐 뱉어냈어…!,-
34,학생 D,-,병균 옮는 거 아냐? 빨리 가자!,-
35,-,-,(루시를 밀쳐내고 뛰어가는 학생들.),-
36,루시,sad,지가 맘대로 쓰다듬고… 루시 때리고 갔다냥…,-
37,루시,sad,한 번도 나를 이렇게 대한 사람은 없었는데…,-
38,루시,sad,주잉님이랑 마을사람들 모두 나를 아껴주셨다냥…,-
39,루시,sad,다들 보고 싶다냥…,-
40,루시,sad,B-312… 무명… 너네도 보고 싶다냥…,-
41,-,-,(멀리서 학생 무리가 루시를 만지려고 온다.),-
42,루시,fear,또 온다냥…! 그만 오라냥! 여기서 도망치자냥!,-
